timestamp,open,high,low,close
2015-09-13,1.11590,1.13721,1.11332,1.13440
2015-09-06,1.12260,1.13323,1.10897,1.11520
2015-08-30,1.15824,1.15900,1.11567,1.12140
2015-08-23,1.10771,1.17060,1.10204,1.13769
2015-08-16,1.10180,1.12103,1.09615,1.10930
2015-08-09,1.09540,1.10000,1.08503,1.09650
2015-08-02,1.10910,1.11103,1.09113,1.09690
2015-07-26,1.08348,1.11300,1.08127,1.09724
2015-07-19,1.09851,1.10740,1.08216,1.08302
2015-07-12,1.10480,1.12200,1.09168,1.11290
2015-07-05,1.12160,1.12388,1.09980,1.09950
2015-06-28,1.13462,1.13462,1.09830,1.09750
2015-06-21,1.12770,1.14284,1.12116,1.13729
2015-06-14,1.12820,1.13820,1.11525,1.12199
2015-06-07,1.09228,1.13760,1.09194,1.11082
2015-05-31,1.09713,1.10035,1.08220,1.09579
2015-05-24,1.13254,1.13262,1.09607,1.09930
2015-05-17,1.11460,1.14510,1.11360,1.14451
2015-05-10,1.11500,1.13906,1.10690,1.11941
2015-05-03,1.08770,1.12897,1.08618,1.11859
2015-04-26,1.07482,1.09049,1.06616,1.08690
2015-04-19,1.05750,1.08469,1.05325,1.08102
2015-04-12,1.09348,1.09555,1.05216,1.06099
2015-04-05,1.08291,1.10359,1.07177,1.10013
2015-03-29,1.09480,1.10452,1.08053,1.08849
2015-03-22,1.05728,1.09437,1.05530,1.08266
2015-03-15,1.08358,1.08370,1.04845,1.04816
2015-03-08,1.11767,1.12140,1.08378,1.08460
2015-03-01,1.13341,1.13880,1.11640,1.11620
